1713268490.000000,54,54,10.0.2.15,142.250.76.67,6,4,20,0,40,39218,0,0,64,20922
1713268490.000000,60,60,142.250.76.67,10.0.2.15,6,4,20,0,40,10404,0,0,64,57450
1713268490.000000,54,54,10.0.2.15,142.250.76.67,6,4,20,0,40,37782,0,0,64,60863
1713268490.000000,60,60,142.250.76.67,10.0.2.15,6,4,20,0,40,10405,0,0,64,57194
1713268491.000000,93,93,10.0.2.15,142.250.193.162,6,4,20,0,79,14676,0,0,64,43428
1713268491.000000,78,78,10.0.2.15,142.250.193.162,6,4,20,0,64,14677,0,0,64,47012
1713268491.000000,54,54,10.0.2.15,142.250.193.162,6,4,20,0,40,14678,0,0,64,52900
1713268491.000000,60,60,142.250.193.162,10.0.2.15,6,4,20,0,40,10406,0,0,64,32501
1713268491.000000,60,60,142.250.193.162,10.0.2.15,6,4,20,0,40,10407,0,0,64,32245
1713268491.000000,60,60,142.250.193.162,10.0.2.15,6,4,20,0,40,10408,0,0,64,31989
1713268491.000000,60,60,142.250.193.162,10.0.2.15,6,4,20,0,40,10409,0,0,64,31733
1713268491.000000,54,54,10.0.2.15,142.250.193.162,6,4,20,0,40,0,0,0,64,9438
1713268492.000000,1399,1399,10.0.2.15,142.250.182.142,17,4,20,0,1385,0,0,0,64,60643
1713268492.000000,1399,1399,10.0.2.15,142.250.182.142,17,4,20,0,1385,0,0,0,64,60643
1713268492.000000,1032,1032,10.0.2.15,142.250.182.142,17,4,20,0,1018,0,0,0,64,23525
1713268492.000000,76,76,142.250.182.142,10.0.2.15,17,4,20,0,62,10410,0,0,64,28160
1713268492.000000,74,74,10.0.2.15,142.250.182.142,17,4,20,0,60,0,0,0,64,6633
1713268492.000000,623,623,142.250.182.142,10.0.2.15,17,4,20,0,609,10411,0,0,64,18942
1713268492.000000,69,69,142.250.182.142,10.0.2.15,17,4,20,0,55,10412,0,0,64,29440
1713268492.000000,90,90,10.0.2.15,142.250.182.142,17,4,20,0,76,0,0,0,64,2537
1713268492.000000,71,71,142.250.182.142,10.0.2.15,17,4,20,0,57,10413,0,0,64,28672
1713268492.000000,74,74,10.0.2.15,142.250.182.142,17,4,20,0,60,0,0,0,64,6633
1713268493.000000,82,82,127.0.0.1,127.0.0.53,17,4,20,0,68,34748,0,0,64,46772
1713268493.000000,82,82,127.0.0.1,127.0.0.53,17,4,20,0,68,34748,0,0,64,46772
1713268493.000000,338,338,127.0.0.53,127.0.0.1,17,4,20,0,324,42051,0,0,1,12246
1713268493.000000,338,338,127.0.0.53,127.0.0.1,17,4,20,0,324,42051,0,0,1,12246
1713268493.000000,82,82,127.0.0.1,127.0.0.53,17,4,20,0,68,34749,0,0,64,46516
1713268493.000000,82,82,127.0.0.1,127.0.0.53,17,4,20,0,68,34749,0,0,64,46516
1713268493.000000,194,194,127.0.0.53,127.0.0.1,17,4,20,0,180,42052,0,0,1,48854
1713268493.000000,194,194,127.0.0.53,127.0.0.1,17,4,20,0,180,42052,0,0,1,48854
1713268493.000000,1399,1399,10.0.2.15,142.250.195.118,17,4,20,0,1385,0,0,0,64,1239
1713268493.000000,86,86,127.0.0.1,127.0.0.53,17,4,20,0,72,14174,0,0,64,4357
1713268493.000000,86,86,127.0.0.1,127.0.0.53,17,4,20,0,72,14174,0,0,64,4357
1713268493.000000,376,376,127.0.0.53,127.0.0.1,17,4,20,0,362,42069,0,0,1,63445
